,June_S_1_S_12_so_R1,June_S_1_M_12_so_R1,June_S_1_D_12_so_R1,June_S_2_S_12_so_R1,June_S_2_M_12_so_R1,June_S_2_D_12_so_R1,June_S_3_S_12_so_R1,June_S_3_M_12_so_R1,June_S_3_D_12_so_R1,July_S_1_S_12_so_R1,July_S_1_M_12_so_R1,July_S_1_D_12_so_R1,July_S_2_S_12_so_R1,July_S_2_M_12_so_R1,July_S_2_D_12_so_R1,July_S_3_S_12_so_R1,Aug_S_1_S_12_so_R1,Aug_S_1_M_12_so_R1,Aug_S_1_D_12_so_R1,Aug_S_2_M_12_so_R1,Aug_S_2_D_12_so_R1,Aug_S_3_S_12_so_R1
20120700_S1D_69,-0.643664817918856,-0.643664817918856,NA,-0.643664817918855,-0.643664817918856,-0.643664817918856,-0.643664817918856,-0.643664817918856,-0.643664817918856,-0.643664817918856,-0.643664817918856,-0.643664817918856,NA,-0.643664817918856,-0.643664817918856,-0.643664817918856,-0.643664817918856,-0.643664817918856,NA,NA,-0.643664817918856,-0.643664817918856
20140700_S21_17,-0.703667249931719,-0.703667249931719,NA,-0.703667249931719,-0.703667249931719,-0.703667249931719,-0.703667249931719,-0.703667249931719,-0.703667249931719,-0.703667249931719,-0.703667249931719,-0.703667249931719,-0.703667249931719,-0.703667249931719,-0.703667249931719,NA,-0.703667249931719,-0.703667249931719,-0.703667249931719,NA,-0.703667249931719,-0.703667249931719
20120500_P34_3,NA,NA,NA,NA,NA,NA,NA,NA,-0.0191750522537886,NA,NA,-0.0191750522537886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120700_S1S_1,0.235486139255231,0.235486139255232,NA,0.235486139255231,0.235486139255231,NA,0.235486139255231,NA,NA,0.235486139255232,0.235486139255231,0.235486139255231,0.235486139255232,0.235486139255232,NA,0.235486139255231,0.235486139255231,NA,NA,NA,NA,0.235486139255231
20110800_S3S_12,0.244409337607517,NA,NA,0.244409337607517,NA,NA,0.244409337607517,NA,NA,0.244409337607517,0.244409337607517,0.244409337607517,0.244409337607517,0.244409337607517,0.244409337607517,0.244409337607517,0.244409337607517,0.244409337607517,NA,NA,NA,0.244409337607517
20111000_S3S_7,NA,NA,NA,0.165603543750457,NA,NA,0.165603543750457,NA,NA,0.165603543750457,NA,0.165603543750457,0.165603543750457,NA,NA,0.165603543750457,0.165603543750457,NA,NA,NA,NA,NA
20120700_S1D_28,NA,2.3023132890709,2.3023132890709,NA,2.3023132890709,2.3023132890709,NA,2.3023132890709,2.3023132890709,NA,2.3023132890709,2.3023132890709,NA,2.3023132890709,2.3023132890709,NA,NA,2.3023132890709,NA,2.3023132890709,2.3023132890709,NA
3300037149_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77749558553236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20111000_S2S_6,NA,NA,NA,NA,NA,NA,2.18566208194754,NA,NA,2.18566208194754,NA,2.18566208194754,NA,NA,NA,2.18566208194754,2.18566208194754,NA,NA,NA,NA,NA
3300037196_14,NA,NA,2.41225321358279,NA,NA,NA,NA,NA,NA,NA,NA,2.41225321358279,NA,NA,NA,NA,NA,2.41225321358279,2.41225321358279,2.41225321358279,NA,NA
3300037175_6,NA,NA,NA,NA,NA,2.38771652019223,NA,NA,NA,NA,NA,2.38771652019223,NA,NA,NA,NA,2.38771652019223,NA,2.38771652019223,NA,NA,NA
20110800_S3S_4,2.67529243604984,2.67529243604984,NA,2.67529243604984,NA,NA,2.67529243604984,NA,NA,2.67529243604984,2.67529243604984,2.67529243604984,2.67529243604984,2.67529243604984,NA,2.67529243604984,2.67529243604984,NA,NA,NA,NA,2.67529243604984
20170700_S25_23,NA,NA,2.27657560792553,NA,NA,NA,NA,NA,NA,NA,NA,2.27657560792553,NA,NA,NA,NA,NA,NA,NA,2.27657560792553,NA,NA
20140700_S36_11,NA,NA,2.66392617896927,NA,NA,2.66392617896927,NA,NA,NA,NA,NA,2.66392617896927,NA,NA,NA,NA,NA,NA,2.66392617896927,2.66392617896927,NA,NA
20120700_S1D_103,NA,NA,2.34873287901364,NA,NA,2.34873287901364,NA,NA,NA,NA,NA,2.34873287901364,NA,NA,2.34873287901364,NA,NA,2.34873287901364,2.34873287901364,NA,NA,NA
20120700_S1D_24,NA,NA,3.293068961592,NA,3.29306896159199,3.29306896159199,NA,3.29306896159199,3.293068961592,NA,NA,3.293068961592,NA,NA,3.29306896159199,NA,NA,3.29306896159199,3.293068961592,3.293068961592,3.293068961592,NA
20120700_S1D_26,NA,NA,NA,NA,1.9911363840526,1.9911363840526,NA,NA,NA,NA,NA,1.9911363840526,NA,NA,NA,NA,NA,1.9911363840526,1.9911363840526,NA,NA,NA
20120700_S1D_39,NA,2.35958334761745,NA,NA,NA,NA,NA,2.35958334761745,2.35958334761745,NA,NA,2.35958334761745,NA,NA,NA,NA,NA,NA,NA,NA,2.35958334761745,NA
20120700_S1D_30,NA,NA,NA,NA,NA,3.08385108893187,NA,3.08385108893187,3.08385108893187,NA,NA,3.08385108893187,NA,NA,3.08385108893187,NA,NA,3.08385108893187,NA,NA,NA,NA
20120700_S1D_73,NA,NA,2.93962810622918,NA,2.93962810622918,2.93962810622918,NA,NA,2.93962810622918,NA,NA,2.93962810622918,NA,NA,2.93962810622918,NA,NA,2.93962810622918,2.93962810622918,2.93962810622918,2.93962810622918,NA
PLSG01,NA,NA,NA,NA,NA,3.38521782244664,NA,NA,NA,NA,NA,3.38521782244664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20160700_E23_26,NA,NA,2.76790391656885,NA,NA,2.76790391656885,NA,NA,NA,NA,NA,2.76790391656885,NA,NA,2.76790391656885,NA,NA,NA,2.76790391656885,2.76790391656885,NA,NA
3300037349_9,0.995956128579186,NA,NA,0.995956128579187,NA,NA,NA,NA,NA,0.995956128579187,0.995956128579187,0.995956128579187,0.995956128579187,0.995956128579187,0.995956128579187,0.995956128579187,0.995956128579187,NA,NA,NA,NA,NA
3300037180_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.370698461805129
PLTZ01,NA,NA,NA,NA,0.814206886735624,0.814206886735624,NA,0.814206886735624,NA,0.814206886735624,NA,0.814206886735624,NA,NA,0.814206886735624,NA,0.814206886735624,0.814206886735624,0.814206886735624,NA,NA,NA
PLXS01,NA,NA,0.66375145279951,NA,NA,NA,NA,NA,NA,NA,NA,0.66375145279951,NA,NA,0.66375145279951,NA,NA,NA,0.66375145279951,NA,NA,NA
20150700_S25_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.432246017905982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120700_S1D_98,NA,-0.212965985457746,-0.212965985457746,NA,-0.212965985457746,-0.212965985457746,NA,-0.212965985457746,-0.212965985457746,-0.212965985457746,NA,-0.212965985457746,NA,-0.212965985457746,-0.212965985457746,NA,-0.212965985457746,-0.212965985457746,-0.212965985457746,-0.212965985457746,-0.212965985457746,NA
20120700_S1D_89,NA,NA,-0.367380093623222,NA,-0.367380093623222,-0.367380093623222,NA,NA,-0.367380093623222,NA,NA,-0.367380093623222,NA,NA,-0.367380093623222,NA,NA,-0.367380093623222,-0.367380093623222,-0.367380093623222,-0.367380093623222,NA
20170700_S24_4,NA,NA,-0.306371899303813,NA,-0.306371899303813,-0.306371899303813,NA,-0.306371899303813,-0.306371899303813,NA,NA,-0.306371899303813,NA,NA,-0.306371899303813,NA,-0.306371899303813,-0.306371899303813,-0.306371899303813,-0.306371899303813,-0.306371899303813,NA
20110800_S1S_18,-0.483328807978763,NA,NA,-0.483328807978763,NA,NA,-0.483328807978763,NA,NA,-0.483328807978763,NA,-0.483328807978763,-0.483328807978762,NA,NA,-0.483328807978763,-0.483328807978762,NA,NA,NA,NA,-0.483328807978762
20120700_S1D_29,-0.50727862922223,-0.50727862922223,-0.50727862922223,NA,-0.50727862922223,NA,NA,-0.50727862922223,NA,-0.50727862922223,-0.50727862922223,-0.50727862922223,NA,-0.50727862922223,NA,NA,NA,-0.50727862922223,NA,-0.50727862922223,NA,NA
20110800_S3D_14,NA,NA,NA,NA,NA,-0.561580491680832,NA,NA,-0.561580491680832,NA,NA,-0.561580491680832,NA,NA,-0.561580491680832,NA,NA,NA,NA,NA,NA,NA
20170700_S24_8,NA,NA,-0.576365006923462,NA,-0.576365006923462,NA,NA,-0.576365006923462,NA,NA,NA,-0.576365006923462,NA,NA,-0.576365006923462,NA,NA,-0.576365006923462,-0.576365006923462,-0.576365006923462,-0.576365006923462,NA
PLGF01,NA,NA,-0.33792806185467,NA,NA,-0.33792806185467,NA,-0.33792806185467,-0.33792806185467,-0.33792806185467,NA,-0.33792806185467,NA,NA,-0.33792806185467,NA,-0.33792806185467,-0.33792806185467,-0.33792806185467,-0.33792806185467,-0.33792806185467,NA
20170700_S25_32,NA,NA,-0.273940655987196,NA,-0.273940655987196,-0.273940655987195,NA,-0.273940655987196,-0.273940655987195,NA,NA,-0.273940655987195,NA,NA,-0.273940655987196,NA,NA,-0.273940655987196,-0.273940655987196,-0.273940655987195,-0.273940655987196,NA
20110700_S2D_14,NA,NA,NA,NA,NA,-0.140943533571433,NA,NA,NA,NA,NA,-0.140943533571433,NA,NA,-0.140943533571433,NA,NA,-0.140943533571433,-0.140943533571433,NA,NA,NA
20170700_S34_41,NA,NA,NA,NA,NA,-0.189233487755225,NA,NA,NA,NA,NA,-0.189233487755225,NA,NA,-0.189233487755225,NA,-0.189233487755225,-0.189233487755225,-0.189233487755225,NA,NA,NA
20120800_E1D_21,NA,NA,NA,NA,-0.139847961524564,-0.139847961524565,NA,NA,-0.139847961524565,-0.139847961524565,NA,-0.139847961524564,NA,NA,-0.139847961524564,NA,-0.139847961524565,-0.139847961524565,-0.139847961524565,NA,NA,NA
20170700_S34_36,NA,NA,NA,NA,NA,-0.30479002183078,NA,NA,NA,NA,NA,-0.30479002183078,NA,NA,NA,NA,NA,NA,-0.30479002183078,NA,NA,NA
20120700_S1D_61,NA,NA,-0.0226225917680181,NA,-0.0226225917680182,-0.0226225917680181,NA,-0.0226225917680182,-0.0226225917680181,NA,NA,-0.0226225917680181,NA,NA,-0.0226225917680182,NA,-0.022622591768018,-0.0226225917680181,-0.0226225917680181,NA,NA,NA
20120700_S2X_13,NA,NA,NA,NA,NA,-0.143368656871313,NA,NA,NA,NA,NA,-0.143368656871313,NA,NA,-0.143368656871313,NA,NA,NA,-0.143368656871313,NA,NA,NA
20160700_S11_6,-0.360317860375557,-0.360317860375557,NA,-0.360317860375557,-0.360317860375557,NA,-0.360317860375557,-0.360317860375557,NA,-0.360317860375557,-0.360317860375557,-0.360317860375557,-0.360317860375557,-0.360317860375557,-0.360317860375557,-0.360317860375557,NA,NA,NA,NA,-0.360317860375557,-0.360317860375557
3300036929_5,NA,NA,-0.648602912774909,NA,NA,-0.648602912774909,NA,NA,NA,NA,NA,-0.648602912774909,NA,NA,NA,NA,NA,NA,-0.648602912774909,NA,NA,NA
20110600_S1D_11,NA,NA,-0.49565518039342,NA,-0.49565518039342,-0.49565518039342,-0.49565518039342,-0.49565518039342,-0.49565518039342,-0.49565518039342,-0.49565518039342,-0.49565518039342,-0.49565518039342,NA,-0.49565518039342,NA,-0.49565518039342,-0.49565518039342,-0.49565518039342,-0.49565518039342,-0.49565518039342,NA
20120500_P26_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.572169686376879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20130700_S2Y_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.572927780141519,NA,NA,NA,NA,NA,NA,-0.572927780141519,NA,NA,NA
20120800_E1D_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.605833288306418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20150700_E14_13,NA,NA,NA,NA,NA,-0.533333883675047,NA,NA,NA,NA,NA,-0.533333883675047,NA,NA,NA,NA,NA,NA,-0.533333883675047,NA,NA,NA
3300037085_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.613548475181786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120700_S1D_85,NA,NA,-0.455127777774927,NA,NA,-0.455127777774927,NA,-0.455127777774927,-0.455127777774927,NA,NA,-0.455127777774927,NA,NA,-0.455127777774927,NA,NA,-0.455127777774927,-0.455127777774927,-0.455127777774927,-0.455127777774927,NA
20150700_S15_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.535713502252078,NA,NA,NA,NA,NA,NA,-0.535713502252078,NA,NA,NA
20150700_E14_5,NA,NA,-0.350891802651276,NA,NA,-0.350891802651276,NA,NA,NA,NA,NA,-0.350891802651276,NA,NA,-0.350891802651276,NA,NA,-0.350891802651276,-0.350891802651276,-0.350891802651276,NA,NA
20160700_E23_20,NA,NA,NA,NA,-0.414203155839479,-0.414203155839479,NA,NA,NA,NA,NA,-0.414203155839479,NA,NA,NA,NA,NA,-0.414203155839479,NA,NA,NA,NA
20120700_S1D_9,NA,NA,NA,NA,-0.442694832878431,-0.442694832878431,NA,-0.442694832878431,-0.442694832878431,NA,NA,-0.442694832878431,NA,NA,-0.442694832878431,NA,-0.442694832878431,-0.442694832878431,NA,-0.442694832878431,-0.442694832878431,NA
20120800_E1D_7,NA,NA,NA,NA,NA,-0.437252304305605,NA,NA,-0.437252304305605,NA,NA,-0.437252304305605,NA,NA,NA,NA,-0.437252304305605,-0.437252304305605,-0.437252304305605,NA,NA,NA
20110800_S3S_23,-0.539815452850939,NA,NA,NA,NA,NA,-0.539815452850939,NA,NA,NA,NA,NA,-0.539815452850939,NA,NA,-0.539815452850939,-0.539815452850939,NA,NA,NA,NA,-0.539815452850939
20140700_S21_13,-0.396606591611327,-0.396606591611327,NA,-0.396606591611327,NA,NA,-0.396606591611327,NA,NA,-0.396606591611327,-0.396606591611327,-0.396606591611327,-0.396606591611327,-0.396606591611327,-0.396606591611327,-0.396606591611327,-0.396606591611327,NA,NA,NA,NA,-0.396606591611327
20120700_S1D_67,NA,NA,-0.489617881921758,NA,NA,-0.489617881921758,NA,NA,-0.489617881921758,NA,NA,-0.489617881921758,NA,NA,-0.489617881921758,NA,NA,-0.489617881921758,-0.489617881921758,-0.489617881921758,NA,NA
20120700_S1D_108,-0.533075116702782,-0.533075116702782,NA,NA,-0.533075116702782,NA,NA,-0.533075116702782,-0.533075116702782,-0.533075116702782,-0.533075116702782,-0.533075116702782,NA,-0.533075116702782,-0.533075116702782,NA,-0.533075116702782,-0.533075116702782,NA,-0.533075116702782,-0.533075116702782,NA
20120700_S1D_49,NA,-0.556484109356394,-0.556484109356394,NA,-0.556484109356394,-0.556484109356394,NA,NA,NA,-0.556484109356394,-0.556484109356394,-0.556484109356394,NA,NA,-0.556484109356394,NA,NA,-0.556484109356394,-0.556484109356394,-0.556484109356394,-0.556484109356394,NA
20160700_E23_6,-0.45917697954408,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45917697954408,-0.45917697954408,NA,NA,NA,NA,-0.45917697954408,NA,NA,NA,NA,NA
20120700_S1D_90,-0.226481717283596,-0.226481717283596,-0.226481717283596,NA,-0.226481717283596,NA,NA,-0.226481717283596,-0.226481717283596,NA,-0.226481717283596,-0.226481717283596,NA,-0.226481717283596,-0.226481717283596,NA,NA,-0.226481717283596,NA,-0.226481717283596,-0.226481717283596,NA
20110800_S1S_13,-0.182024902462886,NA,NA,-0.182024902462886,NA,NA,-0.182024902462886,NA,NA,-0.182024902462886,NA,-0.182024902462886,-0.182024902462886,NA,NA,-0.182024902462886,-0.182024902462886,NA,NA,NA,NA,-0.182024902462886
3300037349_11,NA,NA,NA,-0.334210705983592,NA,NA,-0.334210705983592,NA,NA,NA,-0.334210705983592,-0.334210705983592,-0.334210705983592,NA,NA,-0.334210705983592,-0.334210705983592,NA,NA,NA,NA,-0.334210705983592
20120700_S1D_77,-0.418812909047605,-0.418812909047605,-0.418812909047605,NA,NA,-0.418812909047605,NA,-0.418812909047605,-0.418812909047605,NA,NA,-0.418812909047605,NA,-0.418812909047605,-0.418812909047605,NA,NA,-0.418812909047605,-0.418812909047605,NA,NA,NA
20160700_E23_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5675578757422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170700_S24_16,NA,NA,NA,NA,NA,-0.59697539244353,NA,NA,NA,NA,NA,-0.59697539244353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140700_S22_7,-0.324921765500125,-0.324921765500125,NA,-0.324921765500125,-0.324921765500125,-0.324921765500125,-0.324921765500125,-0.324921765500125,NA,-0.324921765500125,-0.324921765500125,-0.324921765500125,-0.324921765500125,-0.324921765500125,-0.324921765500125,-0.324921765500125,-0.324921765500125,-0.324921765500125,-0.324921765500125,NA,-0.324921765500125,-0.324921765500125
20170700_S24_9,NA,NA,-0.485243246645377,NA,NA,-0.485243246645377,NA,NA,NA,NA,NA,-0.485243246645377,NA,NA,-0.485243246645377,NA,NA,-0.485243246645377,-0.485243246645377,-0.485243246645377,NA,NA
20150700_E14_4,NA,-0.349942765005457,-0.349942765005457,NA,-0.349942765005457,-0.349942765005457,NA,-0.349942765005457,-0.349942765005457,-0.349942765005457,-0.349942765005457,-0.349942765005457,NA,-0.349942765005457,-0.349942765005457,NA,-0.349942765005457,-0.349942765005457,-0.349942765005457,-0.349942765005457,-0.349942765005457,NA
20110700_P1D_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.579855962218152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170700_E14_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.518036617041424,NA,NA,NA,NA,NA,NA,-0.518036617041424,NA,NA,NA
20120700_S1D_113,0.0827068153972898,0.0827068153972897,NA,NA,0.0827068153972898,0.0827068153972898,NA,NA,NA,0.0827068153972898,NA,0.0827068153972897,NA,NA,0.0827068153972897,NA,NA,0.0827068153972899,NA,NA,0.0827068153972898,NA
20130700_P1Y_10,NA,NA,1.30962852857221,NA,1.30962852857221,1.30962852857221,1.30962852857221,1.30962852857221,1.30962852857221,NA,NA,1.30962852857221,NA,NA,1.30962852857221,NA,NA,1.30962852857221,1.30962852857221,NA,NA,NA
20110700_S2D_6,NA,NA,NA,NA,NA,0.850988735658044,NA,NA,NA,NA,NA,0.850988735658044,NA,NA,0.850988735658044,NA,0.850988735658044,0.850988735658044,0.850988735658043,NA,NA,NA
3300037342_8,1.8963685569261,NA,NA,NA,NA,NA,1.89636855692609,NA,NA,NA,NA,NA,1.89636855692609,1.89636855692609,NA,1.89636855692609,NA,NA,NA,NA,NA,1.89636855692609
20110800_S3S_9,1.93770098886031,NA,NA,1.93770098886031,NA,NA,1.93770098886031,NA,NA,1.93770098886031,1.93770098886031,1.93770098886031,1.93770098886031,NA,NA,1.93770098886031,1.93770098886031,NA,NA,NA,NA,1.93770098886031
20160700_E21_11,NA,NA,NA,1.59965574081707,NA,NA,1.59965574081707,NA,NA,1.59965574081707,NA,1.59965574081707,1.59965574081707,NA,NA,1.59965574081707,1.59965574081707,NA,NA,NA,NA,1.59965574081707
3300037231_11,NA,NA,NA,NA,2.0142920208512,NA,NA,NA,NA,NA,NA,2.0142920208512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3300029985_7,1.66772656354147,NA,NA,NA,1.66772656354147,NA,1.66772656354147,1.66772656354147,NA,1.66772656354147,1.66772656354147,1.66772656354147,1.66772656354147,NA,NA,NA,1.66772656354147,1.66772656354147,NA,NA,NA,NA
3300036876_9,2.6100499611827,NA,2.6100499611827,NA,2.6100499611827,2.6100499611827,NA,2.6100499611827,2.6100499611827,2.6100499611827,2.6100499611827,2.6100499611827,NA,NA,2.6100499611827,NA,2.6100499611827,2.6100499611827,2.6100499611827,2.6100499611827,2.6100499611827,NA
20150700_E15_18,NA,NA,NA,NA,NA,2.57766699251439,NA,NA,NA,NA,NA,2.57766699251439,NA,NA,NA,NA,NA,2.57766699251439,2.57766699251439,NA,NA,NA
20150700_S15_12,NA,NA,2.8379680702252,NA,NA,NA,NA,NA,NA,NA,NA,2.83796807022519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20110800_E3M_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97980853245461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120700_S1D_107,NA,NA,3.11449810191193,NA,3.11449810191193,3.11449810191193,NA,NA,NA,NA,NA,3.11449810191193,NA,NA,3.11449810191193,NA,3.11449810191193,3.11449810191193,3.11449810191193,3.11449810191193,3.11449810191193,NA
20120700_P3D_24,NA,NA,2.39637936353196,NA,NA,2.39637936353196,NA,NA,2.39637936353196,NA,NA,2.39637936353196,NA,NA,NA,NA,NA,2.39637936353196,NA,2.39637936353196,NA,NA
20120700_S1D_97,NA,NA,2.76945092678564,NA,NA,2.76945092678564,NA,NA,NA,NA,NA,2.76945092678564,NA,NA,2.76945092678564,NA,NA,2.76945092678564,2.76945092678564,NA,NA,NA
20160700_E13_6,NA,NA,NA,NA,NA,1.7683645642681,NA,NA,NA,NA,NA,1.7683645642681,NA,NA,NA,NA,NA,NA,1.7683645642681,NA,NA,NA
PLNV01,NA,NA,2.86271734133933,NA,NA,2.86271734133933,NA,NA,NA,2.86271734133933,NA,2.86271734133933,NA,NA,2.86271734133933,NA,2.86271734133933,2.86271734133933,2.86271734133933,2.86271734133933,NA,NA
20150700_E15_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75040361067999,NA,NA,NA,NA,NA,NA,1.75040361067999,NA,NA,NA
20170700_S34_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8343041131941,NA,NA,NA,NA,NA,NA,1.8343041131941,NA,NA,NA
PLSJ01,NA,NA,2.8435696987817,NA,NA,2.8435696987817,NA,NA,NA,NA,NA,2.84356969878169,NA,NA,NA,NA,NA,2.8435696987817,2.8435696987817,NA,NA,NA
20160700_S11_1,NA,NA,NA,NA,NA,NA,3.17669182630441,NA,NA,NA,NA,NA,NA,NA,NA,3.17669182630441,NA,NA,NA,NA,NA,3.17669182630441
20120700_P3D_83,NA,NA,NA,NA,NA,NA,NA,2.67338366167751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMZX01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55983170677687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170700_S35_2,NA,NA,NA,NA,NA,2.59763990795606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59763990795606,NA,NA,NA
20110800_S3S_2,1.87695560595396,NA,NA,1.87695560595396,NA,NA,1.87695560595396,NA,NA,1.87695560595396,1.87695560595396,1.87695560595396,1.87695560595396,NA,NA,1.87695560595396,1.87695560595396,NA,NA,NA,NA,NA
3300037359_10,NA,NA,NA,NA,NA,NA,NA,1.70606415711401,NA,NA,NA,1.70606415711401,NA,NA,NA,NA,NA,NA,1.70606415711401,1.70606415711401,NA,NA
20120700_S1D_35,2.478533227625,2.478533227625,NA,NA,NA,NA,NA,NA,NA,2.478533227625,2.478533227625,2.478533227625,2.478533227625,2.478533227625,NA,NA,2.478533227625,2.478533227625,2.478533227625,2.478533227625,2.478533227625,NA
20110800_S3S_21,NA,NA,NA,-0.325287815111159,NA,NA,-0.325287815111159,NA,NA,-0.325287815111159,NA,NA,-0.325287815111159,NA,NA,-0.325287815111159,-0.325287815111159,NA,NA,NA,NA,NA
20140700_S31_11,NA,NA,NA,-0.448673215674543,NA,NA,-0.448673215674543,NA,NA,NA,NA,NA,NA,NA,NA,-0.448673215674543,NA,NA,NA,NA,NA,-0.448673215674543
20111000_S3M_6,-0.408115137179426,-0.408115137179426,NA,-0.408115137179426,-0.408115137179426,NA,-0.408115137179426,-0.408115137179426,-0.408115137179426,-0.408115137179426,-0.408115137179426,-0.408115137179426,-0.408115137179426,-0.408115137179426,-0.408115137179426,-0.408115137179426,-0.408115137179426,-0.408115137179426,-0.408115137179426,NA,-0.408115137179426,-0.408115137179426
20160700_S23_8,-0.670030570176685,-0.670030570176685,NA,-0.670030570176685,NA,NA,-0.670030570176685,NA,NA,NA,-0.670030570176685,NA,NA,-0.670030570176685,NA,NA,NA,NA,NA,NA,NA,NA
20111000_S2M_4,-0.567306618686148,-0.567306618686148,-0.567306618686148,-0.567306618686148,-0.567306618686148,-0.567306618686148,NA,-0.567306618686148,-0.567306618686148,-0.567306618686148,-0.567306618686148,-0.567306618686148,-0.567306618686148,-0.567306618686148,-0.567306618686148,NA,-0.567306618686148,-0.567306618686148,-0.567306618686148,-0.567306618686148,-0.567306618686148,NA
20111000_S3S_4,NA,NA,NA,NA,NA,NA,-0.569818021757365,NA,NA,-0.569818021757365,NA,-0.569818021757365,-0.569818021757365,NA,NA,-0.569818021757365,-0.569818021757365,NA,NA,NA,NA,NA
20110800_S2M_9,NA,-0.639262070145019,-0.639262070145019,NA,-0.639262070145019,-0.639262070145019,NA,NA,-0.639262070145019,-0.639262070145019,NA,-0.639262070145019,NA,-0.639262070145019,-0.639262070145019,NA,-0.639262070145019,-0.639262070145019,-0.639262070145019,-0.639262070145019,-0.639262070145019,NA
20111000_S3S_11,NA,NA,NA,NA,NA,NA,-0.565186320613626,NA,NA,-0.565186320613626,NA,-0.565186320613626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20160700_S14_9,NA,NA,-0.608821285204513,NA,NA,-0.608821285204513,NA,NA,-0.608821285204513,NA,NA,-0.608821285204513,NA,NA,-0.608821285204513,NA,NA,NA,NA,-0.608821285204513,NA,NA
20120700_S1D_45,-0.495196492119133,-0.495196492119133,NA,-0.495196492119133,-0.495196492119133,NA,NA,-0.495196492119133,-0.495196492119133,-0.495196492119133,-0.495196492119133,-0.495196492119133,NA,-0.495196492119134,-0.495196492119133,NA,NA,-0.495196492119133,NA,NA,-0.495196492119133,NA
20110800_S3S_8,NA,NA,NA,NA,NA,NA,-0.328330124930467,NA,NA,-0.328330124930467,NA,-0.328330124930467,-0.328330124930467,NA,NA,-0.328330124930467,-0.328330124930467,NA,NA,NA,NA,NA
20160700_E21_6,NA,NA,NA,-0.321095053361531,NA,NA,NA,NA,NA,-0.321095053361531,-0.321095053361531,NA,NA,NA,NA,NA,-0.321095053361531,NA,NA,NA,NA,NA
20110800_S3S_13,0.437487471363594,NA,NA,0.437487471363594,NA,NA,0.437487471363594,NA,NA,0.437487471363594,0.437487471363594,0.437487471363594,0.437487471363594,0.437487471363594,NA,0.437487471363594,0.437487471363594,NA,NA,NA,NA,NA
20150700_S23_2,0.371060662851551,0.37106066285155,NA,0.37106066285155,0.37106066285155,NA,0.37106066285155,0.37106066285155,NA,NA,NA,0.37106066285155,0.371060662851551,0.37106066285155,0.37106066285155,0.37106066285155,NA,NA,NA,NA,NA,0.37106066285155
20160700_S33_6,0.820028594878693,0.820028594878693,NA,0.820028594878693,0.820028594878693,NA,0.820028594878693,0.820028594878693,NA,0.820028594878693,0.820028594878693,0.820028594878693,0.820028594878693,0.820028594878693,0.820028594878693,0.820028594878693,NA,NA,NA,NA,NA,0.820028594878693
