OTU,New_ID
20130700_P1Y_11,micro527
Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.86_71.87_2.22,micro526
20170700_S25_1,micro525
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.35_75.21_2.71,micro524
20110600_S1D_17,micro523
20120700_P3D_14,micro522
20120500_P28_12,micro521
20120700_S1D_51,micro520
Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.128_97.86_0.00,micro519
PLPO01,micro518
20120500_P28_11,micro517
Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12,micro516
20170700_S24_5,micro515
20110600_P2S_3,micro514
20110800_P1M_22,micro513
20110800_E3M_6,micro512
20170700_P34_5,micro511
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.279_93.16_1.71,micro510
Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.2_98.85_1.71,micro509
20130700_P1Y_12,micro508
20120500_P25_12,micro507
20120600_S3M_3,micro506
20110700_P3S_5,micro505
20120500_P26_1,micro504
PLHP01,micro503
20120600_P2M_5,micro502
20120500_P38_6,micro501
20100900_E1D_10,micro500
20170700_S25_26,micro499
20160700_E25_27,micro498
20160700_S15_2,micro497
20111000_S1D_6,micro496
3300037355_2,micro495
PMBA01,micro494
20160700_S23_13,micro493
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.267_77.18_5.22,micro492
20120700_P3D_71,micro491
20120700_S1D_21,micro490
20170700_S33_29,micro489
20110800_S3D_19,micro488
20120700_P3D_35,micro487
20160700_P15_19,micro486
20110800_P1D_24,micro485
20120700_S1D_86,micro484
20110600_P1M_3,micro483
20120700_P3D_119,micro482
20150700_P24_7,micro481
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.190_90.54_5.98,micro480
20110700_P2D_7,micro479
20120500_P24_5,micro478
20120700_P1M_6,micro477
20111000_P1M_2,micro476
PLBY01,micro475
20120800_P2D_2,micro474
20170700_S31_11,micro473
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.14_80.71_5.34,micro472
20150700_P31_3,micro471
Palsa.Labelled.R3.T1.F2.trimmomatic.megahit_bin.31_72.28_6.84,micro470
20120600_P3D_1,micro469
20110800_P3S_4,micro468
Palsa.Labelled.R3.T1.F1.JGI.BFC.metaspades_bin.29_98.93_1.71,micro467
20120700_P3S_2,micro466
20110700_P2M_4,micro465
20160700_P15_18,micro464
20110800_S1M_8,micro463
20140700_S21_14,micro462
20150700_P11_4,micro461
20120500_P33_5,micro460
20120600_P3M_11,micro459
20120800_P2M_7,micro458
20110700_P3M_11,micro457
20110700_S3M_15,micro456
20110800_P3S_2,micro455
20130700_S3Z_1,micro454
20150700_S21_6,micro453
20111000_P2S_1,micro452
20120600_P2M_8,micro451
20130700_E3Z_11,micro450
20110700_S3M_12,micro449
20120700_S1D_41,micro448
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.142_89.72_0.85,micro447
20120700_S1D_79,micro446
20150700_E23_6,micro445
Bog.None.R3.T0.JGI.BFC.metaspades_bin.166_92.84_2.72,micro444
20120700_S1D_63,micro443
3300022861_2,micro442
20120700_P3D_81,micro441
20120700_P3D_15,micro440
20110800_E2S_12,micro439
20120700_S1X_12,micro438
PLYW01,micro437
20120700_P1D_3,micro436
20111000_P3M_10,micro435
20120700_P3D_61,micro434
20120700_S1D_76,micro433
20170700_S31_5,micro432
20111000_S1D_12,micro431
20110800_S1M_20,micro430
20170700_S25_38,micro429
20120700_P3D_12,micro428
20110800_E3D_19,micro427
20120700_S1D_13,micro426
20120700_P3D_142,micro425
Bog.None.R3.T0.JGI.BFC.metaspades_bin.339_96.94_3.52,micro424
20120700_S1D_48,micro423
20120700_P3D_90,micro422
20120500_P24_8,micro421
20120700_P3D_11,micro420
20110700_P3M_9,micro419
20160700_P15_2,micro418
20120700_P3D_92,micro417
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.33_89.65_1.71,micro416
Palsa.Unlabelled.R1.T1.F1.trimmomatic.megahit_bin.45_71.69_6.46,micro415
20110700_P2S_4,micro414
20160700_P15_3,micro413
20170700_P31_1,micro412
20120700_P1M_1,micro411
20140700_S31_3,micro410
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.96_88.84_2.56,micro409
20120600_P3M_6,micro408
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.146_89.53_8.55,micro407
20120700_P2M_5,micro406
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.60_72.97_9.43,micro405
20120700_P3D_33,micro404
20110800_P1D_13,micro403
20110800_P3M_3,micro402
Palsa.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.54_83.78_8.12,micro401
20120700_P3D_128,micro400
3300037147_7,micro399
20110600_P1M_15,micro398
20120700_P3D_67,micro397
20120700_P3D_27,micro396
20120700_P3D_46,micro395
20110800_P1M_19,micro394
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.100_93.16_1.99,micro393
20110600_P1M_5,micro392
20110600_P3S_4,micro391
20170700_P33_1,micro390
20150700_P23_12,micro389
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.70_95.73_0.85,micro388
20110800_E1D_22,micro387
20120700_P3D_31,micro386
20110800_E2D_22,micro385
20120800_E3S_10,micro384
20120600_E2D_12,micro383
20120700_P3D_137,micro382
20120700_P3D_122,micro381
PMCG01,micro380
3300038458_11,micro379
PLMN01,micro378
20110800_E1S_2,micro377
PMCY01,micro376
20110800_E2D_20,micro375
20120600_E2D_11,micro374
20120500_P19_8,micro373
Fen.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.10_74.46_4.17,micro372
20120600_E3D_2,micro371
3300037549_11,micro370
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,micro369
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75,micro368
20120700_S1D_25,micro367
20120800_E2X_6,micro366
20150700_E25_9,micro365
PMMQ01,micro364
20120700_P3D_65,micro363
20111000_P3M_43,micro362
20120700_P3D_24,micro361
20120700_P3D_44,micro360
PMCE01,micro359
20120700_S1D_97,micro358
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00,micro357
PMBI01,micro356
20130700_E2Y_17,micro355
20120800_E3S_17,micro354
PLLC01,micro353
20150700_E34_11,micro352
3300037132_9,micro351
20130700_E2Y_4,micro350
20160700_E13_6,micro349
PLNV01,micro348
20150700_E15_6,micro347
20120700_E3X_7,micro346
PLNU01,micro345
20130700_E1Y_16,micro344
20170700_S34_25,micro343
PLMQ01,micro342
3300037091_10,micro341
3300037225_16,micro340
PLSJ01,micro339
PMCI01,micro338
20120600_E3D_17,micro337
3300037198_12,micro336
Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.46_88.34_0.95,micro335
Bog.None.R3.T0.trimmomatic.megahit_bin.282_90.87_0.94,micro334
20110800_E3D_22,micro333
20110800_E3D_38,micro332
Bog.None.R1.T0.trimmomatic.megahit_bin.150_72.98_1.61,micro331
3300037159_6,micro330
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.27_85.91_3.87,micro329
PMBV01,micro328
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.319_82.00_3.81,micro327
Bog.None.R1.T0.trimmomatic.megahit_bin.120_96.00_3.87,micro326
PLXW01,micro325
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.83_91.54_6.45,micro324
20150700_P15_13,micro323
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.11_92.47_4.06,micro322
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.47_85.24_5.81,micro321
20110800_P3S_9,micro320
20120700_P3D_127,micro319
20160700_P15_10,micro318
20160700_S11_1,micro317
20150700_P14_6,micro316
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.101_93.55_3.87,micro315
20120700_P3D_121,micro314
20120700_P3D_83,micro313
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.30_89.06_2.80,micro312
Fen.Labelled.R1.T3.F4.trimmomatic.metaspades_bin.5_91.46_5.16,micro311
20120600_E1D_16,micro310
20120700_P3D_17,micro309
3300037165_5,micro308
Fen.Labelled.R3.T1.F4.trimmomatic.metaspades_bin.25_92.80_3.23,micro307
20120600_E2D_15,micro306
PMZX01,micro305
20130700_C1D_10,micro304
20120600_E1D_31,micro303
PMBY01,micro302
20120800_E1D_12,micro301
PMCR01,micro300
20130700_E1M_4,micro299
PMBS01,micro298
20120600_E2D_1,micro297
20110800_E1D_3,micro296
PNBO01,micro295
20170700_S35_2,micro294
20120600_E1D_18,micro293
20130700_C2M_20,micro292
20130700_C2X_10,micro291
20120700_P3D_20,micro290
20130700_C1D_5,micro289
20140700_E22_1,micro288
20120700_P3D_146,micro287
PMNO01,micro286
PLXG01,micro285
20110800_P1D_30,micro284
20120700_P3D_36,micro283
20111000_P3M_8,micro282
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.148_86.97_6.42,micro281
20111000_P3M_5,micro280
20120700_P3D_2,micro279
20110600_P1M_21,micro278
20111000_P2D_3,micro277
3300037138_9,micro276
20110800_S3S_11,micro275
20120700_P3D_131,micro274
20120700_P3D_49,micro273
20120700_P3D_79,micro272
3300037076_9,micro271
PKWM01,micro270
3300037549_13,micro269
Fen.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.2_79.14_1.91,micro268
20120700_P3D_139,micro267
20120700_E3M_1,micro266
20120600_E2D_47,micro265
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.45_94.77_0.93,micro264
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.66_94.31_0.76,micro263
Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.235_87.61_3.54,micro262
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.136_96.85_0.47,micro261
20110800_S3S_2,micro260
Palsa.Unlabelled.R1.T3.F2.trimmomatic.megahit_bin.81_72.48_3.96,micro259
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.19_95.60_0.77,micro258
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.45_95.70_1.53,micro257
Palsa.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.78_70.69_0.00,micro256
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.68_91.15_5.94,micro255
Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.80_97.70_1.47,micro254
3300037262_8,micro253
Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.99_77.59_0.98,micro252
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.170_83.72_0.87,micro251
Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.16_96.86_2.42,micro250
20120500_P28_10,micro249
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.3_74.36_1.22,micro248
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.218_97.31_1.44,micro247
Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.28_77.90_3.26,micro246
20120500_P28_8,micro245
20120500_P17_6,micro244
20111000_P3M_27,micro243
3300031525_28,micro242
20120700_P3D_19,micro241
Bog.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.66_96.66_1.53,micro240
20120700_P3D_41,micro239
3300036884_17,micro238
3300037549_14,micro237
20120700_P3D_78,micro236
3300037359_10,micro235
20120800_E1X_14,micro234
3300037361_7,micro233
PLBS01,micro232
20120700_P3D_64,micro231
20120600_E2D_49,micro230
20120600_E3D_37,micro229
Bog.None.R1.T0.trimmomatic.megahit_bin.338_87.35_4.23,micro228
20120700_S1D_35,micro227
Bog.Labelled.R1.T2.F1.trimmomatic.megahit_bin.69_82.85_0.58,micro226
3300037140_10,micro225
20120800_E3D_5,micro224
20160700_E25_5,micro223
Fen.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.16_89.30_6.01,micro222
Fen.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.7_84.67_0.88,micro221
PMDM01,micro220
20120600_E3D_8,micro219
Palsa.Unlabelled.R1.T3.F3.JGI.BFC.metaspades_bin.65_90.18_2.07,micro218
Palsa.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.7_84.01_7.43,micro217
Palsa.Labelled.R3.T3.F3.trimmomatic.megahit_bin.118_74.31_0.00,micro216
Palsa.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.21_98.78_0.86,micro215
Palsa.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.34_83.32_1.69,micro214
Palsa.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.5_98.37_2.25,micro213
20120800_E1X_5,micro212
20110800_S3S_21,micro211
20150700_P24_8,micro210
Bog.None.R1.T0.trimmomatic.megahit_bin.316_95.55_4.21,micro209
Bog.None.R3.T0.trimmomatic.megahit_bin.383_96.18_3.47,micro208
20111000_P2M_2,micro207
20140700_S31_11,micro206
Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.82_91.99_3.21,micro205
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.21_97.13_1.25,micro204
20111000_S3M_6,micro203
20160700_S23_8,micro202
20111000_S2M_4,micro201
20111000_S3S_4,micro200
20110800_S2M_9,micro199
20111000_S3S_11,micro198
20160700_S14_9,micro197
Bog.None.R2.T0.trimmomatic.megahit_bin.358_96.68_6.10,micro196
Palsa.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.58_71.79_7.57,micro195
20110600_P2S_2,micro194
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.256_72.59_0.86,micro193
20120700_P3D_143,micro192
PMCJ01,micro191
20120700_S1D_45,micro190
20110700_P3S_8,micro189
20170700_P23_1,micro188
20110800_S3S_8,micro187
20160700_E21_6,micro186
20160700_P15_9,micro185
20110800_S3S_13,micro184
Palsa.Unlabelled.R1.T3.F2.trimmomatic.megahit_bin.36_77.59_1.72,micro183
20150700_P21_10,micro182
20111000_P1M_7,micro181
20120600_P3D_3,micro180
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.116_93.98_2.97,micro179
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.177_70.33_7.55,micro178
20150700_P21_2,micro177
20111000_P1M_5,micro176
20120600_P3M_5,micro175
20120700_P3D_85,micro174
20120700_P2D_8,micro173
20170700_P34_1,micro172
20110800_P3M_11,micro171
20120500_P32_2,micro170
20120600_P3M_10,micro169
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.11_87.40_5.27,micro168
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_87.01_6.92,micro167
20120500_P31_3,micro166
20150700_S23_2,micro165
20110600_P1M_8,micro164
20150700_P21_1,micro163
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.16_70.72_6.45,micro162
20160700_S33_6,micro161
Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.94_89.19_4.42,micro160
20160700_P15_17,micro159
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.203_90.06_2.84,micro158
20140700_S33_15,micro157
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.241_91.03_4.38,micro156
20111000_P3M_40,micro155
20100900_E3S_1,micro154
PMCP01,micro153
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.248_72.59_2.59,micro152
3300022861_3,micro151
PLXM01,micro150
Bog.None.R3.T0.JGI.BFC.metaspades_bin.340_100.00_1.76,micro149
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.98_100.00_0.89,micro148
20120700_S1D_20,micro147
Bog.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.11_95.85_2.84,micro146
Bog.None.R1.T0.trimmomatic.megahit_bin.343_79.15_3.48,micro145
20160700_S13_19,micro144
3300037196_13,micro143
20120700_S1D_52,micro142
Bog.Labelled.R3.T1.F3.trimmomatic.megahit_bin.44_93.46_0.05,micro141
20110800_S3S_33,micro140
Bog.None.R2.T0.trimmomatic.megahit_bin.319_70.21_1.04,micro139
Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.116_93.32_2.25,micro138
20150700_S21_9,micro137
20120700_S1D_95,micro136
Palsa.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.27_81.74_0.87,micro135
20130700_P1Y_8,micro134
PLXO01,micro133
20170700_S33_24,micro132
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.56_97.76_1.08,micro131
20120500_P28_6,micro130
20110800_S3S_28,micro129
PLTJ01,micro128
20150700_E23_13,micro127
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.22_74.64_1.66,micro126
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.189_99.25_4.26,micro125
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.129_91.29_3.23,micro124
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00,micro123
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.15_94.63_0.85,micro122
Bog.None.R1.T0.trimmomatic.megahit_bin.390_88.96_3.68,micro121
PLSL01,micro120
20111000_S3S_5,micro119
3300037243_8,micro118
Bog.None.R1.T0.trimmomatic.megahit_bin.192_94.47_2.50,micro117
Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.139_70.64_1.24,micro116
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.162_74.65_1.37,micro115
Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.77_83.91_2.81,micro114
20120700_P3D_34,micro113
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.144_72.18_2.39,micro112
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.307_96.20_1.65,micro111
20120700_P3D_74,micro110
20110700_P3M_3,micro109
20160700_P15_15,micro108
20110700_P3S_3,micro107
20110800_P1M_20,micro106
Bog.None.R1.T0.trimmomatic.megahit_bin.85_97.01_0.10,micro105
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.45_95.85_2.93,micro104
Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.65_95.86_0.00,micro103
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.181_80.47_3.36,micro102
PLXI01,micro101
20111000_P3M_9,micro100
PMBZ01,micro99
20110800_P2D_9,micro98
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.150_70.93_7.86,micro97
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58,micro96
3300038476_2,micro95
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.133_95.29_6.77,micro94
20170700_S35_14,micro93
20110800_P1M_21,micro92
20110600_P1D_1,micro91
20150700_P23_7,micro90
20140700_S21_6,micro89
20120700_S1D_87,micro88
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.320_77.36_1.34,micro87
20120700_P2M_1,micro86
20120700_P3D_87,micro85
20110800_P1D_38,micro84
20150700_S21_2,micro83
20110800_P1M_9,micro82
20170700_P24_2,micro81
20120700_P2D_11,micro80
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.307_94.82_5.10,micro79
PLBP01,micro78
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.298_98.43_2.66,micro77
3300036888_6,micro76
3300037360_7,micro75
20120700_S1D_27,micro74
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.132_81.32_1.30,micro73
Bog.None.R1.T0.trimmomatic.megahit_bin.264_75.64_3.36,micro72
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.74_92.32_2.91,micro71
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.134_78.37_6.24,micro70
20120700_P3S_1,micro69
20120700_P3D_124,micro68
3300037040_8,micro67
20120700_P3D_148,micro66
20140700_S12_15,micro65
20120700_S1D_31,micro64
20150700_E23_7,micro63
Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42,micro62
20120700_S1D_6,micro61
20120600_E1D_34,micro60
Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82,micro59
20120700_S1D_106,micro58
20170700_S35_4,micro57
20130700_S1X_7,micro56
20120700_P3D_132,micro55
20120700_P3D_58,micro54
Bog.None.R2.T0.JGI.BFC.metaspades_bin.335_92.02_1.58,micro53
20120600_E2D_19,micro52
20110800_P1M_25,micro51
20120500_P32_8,micro50
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.300_98.33_0.91,micro49
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.140_93.10_9.25,micro48
20110800_P1S_2,micro47
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.109_80.72_7.50,micro46
20111000_P1D_15,micro45
Fen.Labelled.R1.T3.F4.trimmomatic.metaspades_bin.40_93.84_3.50,micro44
20111000_S3S_9,micro43
20111000_S3S_12,micro42
PMOM01,micro41
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.132_70.89_4.33,micro40
Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.142_77.88_5.57,micro39
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.145_89.00_3.30,micro38
20110800_P2D_1,micro37
3300037054_6,micro36
3300036901_8,micro35
3300037139_5,micro34
20120700_P3D_75,micro33
PLSW01,micro32
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.290_88.99_3.63,micro31
Palsa.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.54_78.93_5.43,micro30
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.4_95.88_2.80,micro29
20120700_S1D_84,micro28
3300037549_12,micro27
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.185_88.24_2.99,micro26
Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.75_99.00_0.81,micro25
Palsa.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.171_99.39_2.58,micro24
20110800_E3D_3,micro23
20120700_S1D_28,micro22
Bog.None.R2.T0.trimmomatic.megahit_bin.355_93.52_0.93,micro21
Bog.None.R2.T0.trimmomatic.megahit_bin.26_93.67_0.93,micro20
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.132_71.57_6.17,micro19
3300037149_6,micro18
20111000_S2S_6,micro17
Bog.None.R1.T0.trimmomatic.megahit_bin.289_96.76_2.78,micro16
Fen.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.15_97.73_2.19,micro15
Fen.Labelled.R3.T2.F2.trimmomatic.megahit_bin.3_95.51_0.77,micro14
20120500_P28_3,micro13
20120500_P19_9,micro12
20120500_P28_9,micro11
Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.22_97.12_0.14,micro10
20130700_C2D_7,micro9
3300023254_8,micro8
Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,micro7
3300037196_14,micro6
20170700_S34_11,micro5
20120500_P19_11,micro4
20170700_S35_7,micro3
3300037175_6,micro2
PKWS01,micro1
